f,r,o,m
t,o
214579,214582
250308,250309
269014,269065
194195,217316
217316,395100
51574,51894
44957,46172
203466,203468
42253,41131
41131,42256
112494,159609
159609,159344
267599,404920
404920,402678
402678,402679
256061,306097
306097,300169
300169,321377
321377,82442
128073,218507
324698,324700
324700,305882
305882,305884
184275,179421
77415,203064
85186,85187
344042,347805
347805,347810
361755,350008
236056,244482
392132,391735
239945,239943
175829,175463
187207,187736
187736,187184
38575,38614
38614,37814
257469,274700
274700,326193
326193,347394
347394,274631
358249,350370
368499,377349
377349,376941
376941,376952
120350,128574
128574,128575
236291,236292
236292,236293
236293,234857
337976,180149
180149,273880
273880,273881
33463,33436
233306,233297
233297,233296
233296,233295
233295,233275
364985,364984
218723,212011
274688,274875
87262,86833
51830,51828
51828,51827
377986,377987
377987,378044
246582,246581
220145,212854
337336,169865
169865,346147
205550,207861
58643,57966
50542,49792
49792,50531
324271,322368
246891,246030
246030,246029
246029,246016
246016,246015
246015,107910
241822,210325
210325,210324
37364,37362
377775,377195
347589,347109
347109,347591
347591,347110
347110,347592
139600,139601
6742,6741
55033,217350
60840,60914
305190,305192
305192,305196
305196,320405
320405,305202
22393,22395
22395,22396
22396,22397
37718,233495
233495,232943
232943,232940
181668,184669
184669,181655
181218,181213
51076,50041
253336,253025
114556,114574
114574,114596
384190,384194
384194,384195
384195,384196
384196,384257
384257,384261
384261,384262
119998,126273
307287,322066
150768,143859
100986,100980
100980,100971
100971,101817
101817,100969
150973,295662
256946,255982
305205,36108
36108,126590
32744,34674
34674,31454
390678,390679
390679,390680
141617,141613
141613,170424
170424,170490
155840,37389
237839,237837
9006,105415
376398,368808
324590,324593
324593,304386
304386,324594
259978,264713
115099,115090
27334,27313
27313,272635
272635,294557
102827,108105
108105,102826
184950,181320
5827,186974
186974,5826
5826,186973
186973,187219
187219,5824
5824,186968
186968,5252
5252,187217
187217,5251
5251,187216
41500,41498
73358,73362
73362,73361
73361,73360
73360,73364
73364,72421
72421,73334
249715,249660
249660,249579
78388,203356
398112,397774
397774,255228
216837,209652
209652,216870
216870,209627
206708,206707
48215,48216
259884,264666
264666,259876
259876,259875
259875,264663
264663,264662
330625,330624
330624,332299
218081,211671
211671,218070
188215,5620
71142,69580
69580,71143
71143,69577
69577,71140
179194,179885
179885,179192
179192,179191
179191,179876
359442,359446
359446,359447
359447,359448
359448,359453
359453,359454
359454,359455
300300,324161
184617,181782
157710,157711
260517,265104
95178,28584
28584,383161
383161,382051
382051,383196
140848,140845
54329,54917
196210,196428
196428,196201
178828,178017
390326,384612
384612,385132
75347,381067
163965,333916
333916,168144
112383,112376
112376,112372
259658,264547
264547,264546
32869,233418
233418,32849
368959,213466
62947,62948
268840,268075
268075,268852
27714,28497
109242,103789
103789,8293
8293,109240
109240,109237
109237,103787
47696,47695
337790,337792
337792,338044
50506,49767
126747,118577
118577,118574
118574,394569
213099,213138
213138,209414
209414,213146
206051,204524
179564,179528
179528,184073
164303,164301
164301,164300
164300,164299
164299,164298
164298,164296
164296,164295
164295,164290
164290,164289
164289,164288
164288,164286
164286,164283
164283,164282
164282,164279
164279,164278
164278,164277
164277,164273
164273,164272
164272,164270
164270,164268
164268,164266
164266,164265
164265,164264
164264,164261
164261,164260
164260,164259
164259,164258
164258,164255
164255,164254
164254,164244
164244,164228
164228,164151
164151,162813
162813,164149
164149,164147
164147,164145
164145,162812
162812,164141
164141,164139
164139,162811
162811,163873
163873,168051
168051,163846
163846,163845
163845,163841
163841,163839
163839,163835
163835,163834
163834,162767
162767,163832
163832,163831
163831,163830
163830,163828
163828,168023
168023,168022
168022,168018
168018,168016
168016,168012
168012,168011
168011,168009
168009,168008
168008,168007
168007,168005
40288,40184
160750,160751
8570,11504
11504,20854
236236,236238
236238,234832
234832,244974
29497,177185
177185,178032
178032,177168
115907,115071
115071,115906
49975,206869
206869,49972
176784,177760
253212,253466
190968,190936
190936,190980
190980,37384
37384,37713
59681,59679
48964,48639
297785,153775
382558,273993
197226,197717
190582,190580
232689,233066
398425,235797
235797,379202
120612,127012
177894,176961
176961,177887
101661,101660
101660,176938
347578,347069
208945,208940
208940,208939
246331,244232
336689,344112
344112,338244
283585,283571
283571,332063
54307,54302
259927,259926
275538,275537
376177,369022
369022,369026
369026,369031
369031,376178
376178,376179
376179,376180
104879,111090
111090,104865
37296,37294
385062,384596
384596,385063
361290,350284
249017,249014
249014,249013
201402,201520
201520,201629
60030,59568
59568,60038
55014,55388
273977,273985
273985,273989
180825,185923
1653,1652
50189,50178
37427,37813
306168,306173
306173,306174
306174,90393
90393,365028
365028,402998
402998,61658
51101,35264
35264,49455
213372,204749
266721,266524
48568,50364
50364,49119
49119,50359
50359,49117
49117,49076
362260,362261
362261,362262
79547,79548
95516,80863
80863,244836
320938,320936
98749,98763
304929,322910
322910,305114
119894,128110
98886,98898
175073,175074
208780,206277
95951,95949
95949,95950
184918,184919
184919,181326
181326,181295
83075,84310
23416,22297
135226,135222
135222,141510
141510,33145
33145,135213
135213,141371
141371,140351
273212,273211
103450,108675
108675,103449
279887,392086
233033,335753
335753,45160
194166,213088
179587,184055
183177,180144
178356,177805
177805,176831
102277,106638
264437,259923
54952,54289
336742,338442
30946,101745
101745,30945
30945,101744
55547,55554
260677,265263
265263,265259
265259,260670
153671,152401
152401,187714
187714,187704
259578,264500
321553,321549
35316,31425
187158,187156
6570,6242
379285,297099
297099,295045
295045,297100
218111,211687
211687,218088
304837,323668
304082,324562
305555,324679
324679,305568
305568,305591
305591,324691
324691,305774
305774,305775
305775,305803
46927,46918
361950,360742
360742,361954
71951,71644
172710,172717
260349,264969
366941,266461
108070,108069
108069,102817
102817,108068
108068,108067
249138,11673
11673,20961
20961,184818
184818,8597
8597,249131
249131,11650
11650,20944
20944,249126
249126,249124
337204,337206
394564,394579
268956,268089
182399,182384
182384,182256
333786,288704
205505,207414
207414,206958
206958,49976
349949,360841
266493,391873
280006,245057
245057,279727
279727,279728
279728,280011
259748,259744
259744,259740
259740,264585
346349,348084
36287,98623
29901,58485
58485,30222
30222,29900
291239,291240
369963,369964
369964,376224
376224,379101
379101,380714
321375,321374
321374,321373
321373,321372
321372,321357
347359,345881
320701,306940
101169,101849
269240,402590
298061,294948
294948,298062
173686,173685
173685,9000
324477,324496
324496,324479
324479,324498
215886,210100
102778,107948
107948,102776
102776,107945
107945,102775
6994,6995
6995,6311
120906,127776
297347,295504
242234,242233
242233,242232
29157,29154
29154,29141
218290,218284
259659,264549
239277,235949
362273,360770
102045,101687
101687,102040
32995,32991
260424,265038
95817,95818
286679,287051
287051,286680
286680,287053
287053,286682
347136,347601
33441,54671
125476,213410
6749,6280
6280,6747
6747,6279
6279,6733
6733,271209
45345,46280
376085,376086
376086,376087
233394,233393
233393,233390
144106,141824
173609,35923
164562,164563
164563,164561
164561,164560
164560,164559
164559,160369
160369,328385
377414,378008
378008,377418
377418,377423
377423,378026
378026,377426
80720,81036
93923,93922
235654,234572
234572,134417
185860,185862
41638,41633
241839,60736
283850,283851
158753,158751
201036,201032
28059,28409
32163,32168
32168,32175
99036,36054
200371,153383
153383,152257
152257,153384
238213,236986
236986,238230
238230,152275
145206,142205
110677,110675
110675,110673
110673,110676
110676,104619
206931,38411
38411,38545
38545,252467
275799,275230
348920,348889
1314,1168
269523,274460
274460,269524
269524,274461
274461,402411
402411,401918
181386,184889
82532,81979
112732,275719
275719,278823
278823,348531
346466,346467
284264,284265
125522,118457
105683,105681
368952,376508
250339,250340
250340,250344
250344,250348
332366,332042
76412,77101
296572,296573
348210,347195
346235,346284
210559,210558
210558,210556
210556,215251
11428,11427
11427,20795
993,47325
47325,196891
196891,45923
45923,196893
177872,176935
234005,234004
234004,234002
402472,402576
79161,79943
79943,79944
79944,79945
365013,365012
365012,365011
237999,237984
361582,350131
112257,112216
112216,112205
112205,112180
127692,203171
51643,51522
190275,191850
111466,105616
105616,105610
105610,105609
212145,212144
384982,384588
384588,384983
237776,237775
237775,237769
237769,240036
240036,47986
47986,288651
288651,139594
139594,71666
8159,9789
259815,264629
399097,399113
105805,105803
105803,179787
19388,19376
191463,191461
41304,41252
347872,337808
395365,395538
70102,70104
70104,70107
58317,24649
97675,97674
172847,174733
174733,324906
265122,260533
260533,265121
35256,33589
179113,183930
346308,346311
54728,54715
273474,273473
63233,61617
61617,63243
254949,255356
32519,32494
32494,173712
173712,32493
376811,78223
28853,28509
28509,28508
28508,28172
28172,82677
82677,28171
28171,28504
28504,28169
28169,28503
28503,28158
126043,126061
38578,38147
237097,239600
379280,379279
102526,102525
102525,107283
238288,238291
238291,238292
104049,109713
49951,49940
49940,206814
206814,206771
206771,205329
205329,205328
205328,207413
306817,323184
323184,306818
54685,8274
383313,383314
383314,164672
164672,164671
164671,383317
383317,164670
164670,164667
218269,211748
253220,253221
253221,253222
44728,59468
59468,46143
103622,106354
57706,57716
118269,127100
48163,58249
58249,48253
272608,272609
50069,50068
173484,173480
298053,298055
260197,264848
321571,321566
159593,159592
159592,159591
80095,79045
79045,79516
164450,164449
164449,164448
164448,164447
164447,164441
164441,164440
164440,164436
285879,275467
183816,179692
260250,264872
335867,335545
143356,143351
305871,305872
305872,320543
380983,382668
106580,102251
102251,106578
276488,276490
276490,276512
276512,278327
10741,10740
336797,336798
42284,41095
41095,40769
40769,71324
6814,6799
6799,6795
6795,6794
27166,27165
27165,27161
214420,211266
5676,5675
276513,278328
255903,255896
143904,143900
143900,143903
143903,150779
107241,102504
401592,401642
401642,401650
401650,401929
273185,273183
361373,350227
390090,390089
390089,390087
391759,160302
160302,171647
382534,382538
382538,382544
382544,382548
71145,69585
180384,180382
180382,180375
274331,402609
402609,274200
81917,27924
27924,82424
82424,28364
28364,81915
81915,27925
27925,82422
108500,108494
260241,264869
264869,264868
94701,94693
325442,325440
325440,325327
159774,245296
95559,25092
359391,359398
337077,337078
337078,69930
141012,144066
51049,51046
51046,51047
324480,307279
307279,322074
18081,17869
236224,325739
364360,364361
128200,220106
213565,209226
209226,206417
191128,205618
205618,207806
207806,207050
207050,207048
207048,206988
206988,206987
369579,369804
392340,392286
392286,266998
8007,108118
108118,102832
102832,8006
8006,108114
108114,10117
214929,210909
210909,210908
272757,272058
272058,272673
272673,272020
402370,402123
283692,283694
283694,332017
332017,332023
29339,29337
378038,378040
392217,94137
7060,7063
364507,364508
364508,364509
359112,361980
190053,190063
190063,190054
190054,190042
305360,320249
320249,252933
49882,50815
289000,383929
182852,182842
29506,29505
29505,178069
178069,29504
29504,178067
178067,29503
29503,177218
24278,24271
95206,95212
95212,95213
95213,95214
215607,210291
210291,210286
2374,1388
1388,1758
19614,19611
19611,19610
19610,19075
8875,12342
369328,368829
110722,181417
101311,101905
101905,101308
40793,41112
219186,119655
119655,126819
126819,219134
219134,126820
126820,126821
126821,126822
249031,11544
11544,20885
20885,249012
299565,299566
111076,249510
215683,215713
28198,28197
72523,71799
49580,51158
51158,49568
49568,49507
49507,208677
24280,24274
40801,69815
69815,69814
347889,337815
337815,347890
248332,247322
247322,248331
248331,247311
247311,248330
248330,248329
248329,247259
260540,265133
33046,33042
179069,179016
219945,219935
35627,35393
391964,391814
125521,118456
244299,235454
235454,244298
152378,152315
401985,401986
235567,234532
234532,235536
235536,235532
235532,235530
253608,253609
247878,247126
215340,210473
259667,264556
264556,264555
235467,234499
234499,235465
176823,176822
176822,176815
176815,117750
117750,177782
177782,176811
234704,235931
241962,175371
296594,296596
296596,296597
134359,134357
400545,400544
108916,103582
348830,348768
295660,299314
299314,299321
299321,322494
322494,322495
322495,295713
295713,299324
299324,322507
322507,322528
32703,179277
390688,390693
161084,161083
110475,104503
104503,110472
110472,246465
247194,247983
247983,247186
247186,247982
247982,247981
247981,247980
247980,247180
247180,247179
207039,207038
82790,82475
362272,360769
360769,360760
360760,362271
362271,362269
163363,350322
242738,242737
242737,242735
242735,242734
242734,378622
378622,379340
379340,98753
98753,379303
379303,80588
80588,80945
80945,126074
126074,58789
58789,27786
27786,81967
81967,82504
82504,273781
273781,273784
273784,299514
299514,295134
295134,299516
299516,295178
295178,295190
295190,299518
299518,295237
295237,29804
29804,101100
101100,176672
176672,235074
235074,134509
134509,134777
134777,177544
349374,349375
399073,399074
399074,399072
399072,399081
399081,399082
399082,399084
399084,399086
399086,399095
399095,399112
233461,174049
102337,106829
203730,203018
9556,188587
188587,210974
210974,296108
296108,297592
140959,140958
140958,140957
